brand,category_focus,region,primary_retailers,marketplaces,priority_score,notes,retailers_with_public_api,retailers_need_alt_access,distribution_status,distribution_evidence_source,deprioritized_reason
Unionbay,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Urban Outfitters,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Urban Research,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Valentino Garavani,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vaneli,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vanessa Bruno,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vans,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vans (casual),"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Veja,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Velvet by Graham,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Velvet by Graham & Spencer,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vera Wang,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vero Moda,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Veronica Beard,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Veronica Beard Jean,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Victoria Beckham,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vince,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vince Camuto,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vince Camuto Apparel,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vince Collection,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vintage Havana,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Violet,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vis,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vivetta,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Vivienne Westwood,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
WHBM,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Wacoal,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Walking Cradles,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Walter Baker,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Walter Steiger,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Wandler,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Wardrobe.NYC,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Wayf,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Wearable Stories,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
West Kei,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Whistles,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
White House Black Market,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Wiggle Wiggle,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Wilfred,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Wolky,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Wonders,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Xirena,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Xscape,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Y/Project,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Yigal Azrouel,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Yosi Samra,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Yumi Kim,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Yves Salomon,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Z Supply,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Zac Posen,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Zadig & Voltaire,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Zara,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Zara Studio,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Zella (deprioritize),"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Zhivago,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
ba&sh,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Lee,"dresses,tops",US/Canada,Walmart;Target;Amazon;Macy's,Amazon;Walmart;Target,60,"Verify distribution, variants, and marketplace presence",Walmart;Amazon,Target;Macy's,unverified,,denim
Levi's,"dresses,tops",US/Canada,Walmart;Target;Amazon;Macy's,Amazon;Walmart;Target,60,"Verify distribution, variants, and marketplace presence",Walmart;Amazon,Target;Macy's,unverified,,denim
Wrangler,"dresses,tops",US/Canada,Walmart;Target;Amazon;Macy's,Amazon;Walmart;Target,60,"Verify distribution, variants, and marketplace presence",Walmart;Amazon,Target;Macy's,unverified,,denim
7 For All Mankind,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,55,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,denim
AG,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,55,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,denim
Citizens of Humanity,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,55,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,denim
DL1961,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,55,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,denim
Hudson Jeans,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,55,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,denim
Alo Yoga,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,50,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,athleisure
Athleta,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,50,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,athleisure
Lululemon,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,50,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,athleisure
Vuori,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,50,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,athleisure
Aldo,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Anne Klein Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Ariat,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Bebe Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Betsey Johnson Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Birkenstock,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Blundstone,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Calvin Klein Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Christian Louboutin,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Clarks,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Coach,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Cole Haan,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Dansko,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Dolce Vita,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Dolce Vita Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Dr. Martens,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
ECCO,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Fergie Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Franco Sarto,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Gianvito Rossi,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Good American Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Guess Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Harley-Davidson Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Jeffrey Campbell,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Jessica Simpson Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Jimmy Choo,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Josef Seibel,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Kate Spade New York,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Keds,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Keen,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Kurt Geiger,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
La Canadienne,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Lucky Brand Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Lucky Brand Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Manolo Blahnik,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Marc Fisher,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Michael Kors,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Miz Mooz Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Naturalizer,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Nine West,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Nine West Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Paul Green Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Pikolinos,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Pikolinos Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Rag & Bone Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Repetto,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Roger Vivier,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Rothy's,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
SAS,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
SAS Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Sam Edelman,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Sam Edelman Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Schutz,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Sofft,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Sofft Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Sorel,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Sorel Footwear,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Steve Madden,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Steve Madden Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Stuart Weitzman,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Stuart Weitzman Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
TOMS Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Taos,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Ted Baker Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Tory Burch,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Tory Burch Shoes,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
Trotters,shoes,US/Canada,DSW;Zappos;Nordstrom;Macy's,Amazon;Walmart;Target,80,"Verify distribution, variants, and marketplace presence",,DSW;Zappos;Nordstrom;Macy's,unverified,,
